0.502907	1
1.29736	1
1.3794	1
1.65959	1
2.70103	1
2.34732	1
2.99501	1
1.23745	1
2.36011	1
0.775622	1
2.72833	1
2.58583	1
1.92166	1
2.85647	1
2.7452	1
0.90049	1
1.44607	1
1.21646	1
1.97735	1
0.397436	1
2.61698	1
2.09374	1
0.399804	1
2.16427	1
1.01684	1
1.4143	1
1.38419	1
0.115961	1
0.484066	1
0.672986	1
0.648247	1
0.699145	1
1.0474	1
2.53436	1
2.37687	1
1.89981	1
1.29697	1
1.47042	1
0.148962	1
0.741892	1
-0.409445	1
-0.342754	1
0.733105	1
-0.097544	1
0.932304	1
-0.258891	1
0.78685	1
0.497143	1
0.448184	1
0.89393	1
2.56314	1
2.22135	1
3.10117	1
-0.0234076	1
1.90272	1
0.811938	1
0.698835	1
2.22878	1
2.11448	1
0.577373	1
-0.634442	1
1.67439	1
-0.884611	-1
-0.591533	-1
-0.947004	-1
-2.63807	-1
-1.58975	-1
-2.08363	-1
-2.68428	-1
-2.339	-1
2.83027	1
3.41319	1
2.38157	1
-0.586923	1
-0.219693	1
-0.025787	1
0.368167	1
1.70254	1
0.843214	1
1.61235	1
0.360644	1
1.01188	1
0.39304	1
0.680666	1
-1.02269	1
0.385082	1
1.92647	1
0.342563	1
1.38456	1
0.984195	1
3.2989	1
1.83372	1
-0.405421	1
2.05236	1
1.94784	1
2.65595	1
1.50418	1
-0.322367	1
1.48456	1
1.23288	1
1.11323	1
0.0691008	1
1.88889	1
0.492969	1
2.18015	1
0.00636557	1
2.04229	1
1.51642	1
0.561118	1
1.14349	1
2.30292	1
1.72948	1
1.62036	1
1.56659	1
1.57834	1
1.95025	1
-0.951823	1
-0.703013	1
1.22601	1
1.29567	1
1.26001	1
2.52732	1
1.85457	1
1.95753	1
2.87429	1
1.50644	1
1.26212	1
0.654433	1
1.71321	1
-0.477122	1
3.16418	1
1.67744	1
1.34624	1
3.03828	1
2.79189	1
1.69668	1
1.89803	1
0.473922	1
0.411117	1
2.16123	1
3.02891	1
0.246216	1
2.47208	1
1.83793	1
-0.235883	1
0.742728	1
4.14807	1
2.30836	1
0.565784	1
1.58601	1
2.59047	1
1.92346	1
2.10822	1
-0.236694	1
1.79579	1
0.468643	1
3.56209	1
2.89997	1
1.86765	1
2.33027	1
0.135527	1
1.57221	1
0.413182	1
-0.0270874	1
1.91353	1
1.83557	1
1.51659	1
0.868389	1
1.57092	1
1.73219	1
2.2453	1
3.76863	1
1.69719	1
0.453835	1
-0.33169	1
1.26624	1
-0.239806	1
2.56093	1
1.23091	1
0.377106	1
0.143236	1
5.08896	1
5.84243	1
6.74309	1
3.77142	1
6.26908	1
8.35828	1
1.36647	1
3.64186	1
6.00387	1
4.48914	1
2.88825	1
5.30984	1
3.86859	1
2.85898	1
3.66536	1
2.35593	1
2.32953	1
1.51158	1
1.61913	1
0.559035	1
2.48009	1
3.22469	1
3.5822	1
5.25062	1
3.47456	1
2.30609	1
3.48923	1
5.67236	1
6.39924	1
5.28023	1
3.73925	1
2.30752	1
5.45407	1
3.4887	1
5.84579	1
1.19649	1
5.46392	1
3.77209	1
5.52489	1
2.50558	1
1.69324	1
5.4847	1
4.79157	1
1.44468	1
0.584041	-1
-0.772546	-1
0.414829	-1
-1.89799	-1
0.473302	-1
-1.53664	-1
-1.08898	-1
-1.11831	-1
-1.57346	-1
-1.64109	-1
0.0119769	-1
-1.10001	-1
-0.86181	-1
-1.25447	-1
-0.756855	-1
-0.205138	-1
-1.19366	-1
-1.05903	-1
-2.21487	-1
-0.933774	-1
-1.4502	-1
-2.5797	-1
-1.22919	-1
-1.21028	-1
-1.72408	-1
-1.4447	-1
-1.35065	-1
-1.00587	-1
-1.29421	-1
-1.16567	-1
-1.80649	-1
-0.57843	-1
-1.88871	-1
-0.62357	-1
-0.725546	-1
-2.50569	-1
-1.55733	-1
-1.64759	-1
-1.47465	-1
-1.9416	-1
-1.42054	-1
-1.88994	-1
-2.38443	-1
-1.75505	-1
-1.73765	-1
-0.714964	-1
-1.35431	-1
-1.75787	-1
-1.85242	-1
-1.17085	-1
-0.8523	-1
-1.61635	-1
-0.376249	-1
-0.401135	-1
-1.70757	-1
-1.78721	-1
-0.813781	-1
-1.40573	-1
-1.17449	-1
-3.07788	-1
-1.88125	-1
-1.22376	-1
-1.4798	-1
-1.02257	-1
-1.17208	-1
-1.58596	-1
-1.41874	-1
-0.63908	-1
-3.25246	-1
-1.30778	-1
-0.845477	-1
-1.76883	-1
-1.40688	-1
-1.14174	-1
-1.03533	-1
-1.6764	-1
-1.55125	-1
-1.35927	-1
-1.36744	-1
0.145082	-1
-1.70353	-1
-2.09915	-1
-1.41867	-1
-2.04662	-1
-1.81965	-1
-1.11463	-1
-2.18198	-1
-2.54024	-1
-0.702312	-1
-2.05729	-1
-1.79332	-1
-2.53483	-1
-2.38003	-1
-1.52141	-1
-0.55903	-1
-2.09578	-1
-1.80704	-1
-2.24233	-1
-2.26619	-1
-1.56221	-1
-2.8139	-1
-2.12749	-1
-1.15393	-1
-0.857596	-1
-1.14327	-1
-1.09136	-1
-1.72247	-1
-1.93459	-1
-1.51783	-1
-1.34452	-1
-1.31268	-1
-1.07829	-1
-1.96194	-1
-1.81424	-1
-1.66843	-1
-1.3592	-1
-1.24594	-1
-1.43153	-1
-1.97693	-1
-0.256321	-1
-0.748747	-1
-1.5478	-1
-1.73081	-1
-2.16808	-1
-1.74845	-1
-1.61314	-1
-2.17221	-1
-1.77919	-1
-0.879403	-1
-1.40259	-1
-1.76832	-1
-1.77705	-1
-1.42364	-1
-1.73161	-1
-0.695024	-1
-1.79842	-1
-0.465171	-1
-1.3476	-1
-0.877925	-1
-1.45011	-1
-2.15362	-1
-1.74737	-1
-0.707432	-1
-1.3962	-1
-1.4021	-1
-0.541304	-1
-1.03806	-1
-0.513747	-1
-1.39723	-1
-0.842995	-1
-0.364018	-1
-1.54479	-1
-2.13671	-1
-0.66983	-1
-0.618856	-1
-0.619149	-1
-1.14254	-1
-1.18441	-1
-0.25556	-1
-1.13971	-1
-1.41762	-1
-1.80665	-1
-1.43847	-1
-1.14833	-1
-1.87278	-1
-2.15901	-1
-1.32997	-1
-2.31641	-1
-1.00981	-1
-2.2871	-1
-1.71023	-1
-2.20221	-1
-1.66368	-1
-2.42928	-1
-1.04258	-1
-2.06834	-1
-1.67947	-1
-3.0661	-1
-0.919763	-1
-1.35728	-1
-0.87155	-1
-1.68813	-1
-1.49584	-1
-1.74487	-1
-1.43032	-1
-1.12463	-1
-1.47638	-1
-1.53926	-1
-0.727902	-1
-1.31397	-1
-1.75382	-1
-3.15173	-1
-3.05608	-1
-1.2119	-1
-1.39648	-1
-1.63764	-1
-4.3229	-1
-3.23336	-1
-1.474	-1
-2.76889	-1
-1.75267	-1
-2.2778	-1
-2.02037	-1
-1.3855	-1
-2.00178	-1
-2.37741	-1
-3.33308	-1
-2.28375	-1
-2.28813	-1
-2.28865	-1
-2.04652	-1
-1.01526	-1
-2.58538	-1
-1.85545	-1
-1.27752	-1
-1.27117	-1
-1.28318	-1
-1.65724	-1
-1.00211	-1
-1.47229	-1
-1.89206	-1
-1.79116	-1
-3.55145	-1
-1.86363	-1
-2.80968	-1
-2.60236	-1
-4.00487	-1
-2.0808	-1
-2.57144	-1
-1.70475	-1
-2.54424	-1
-2.07788	-1
-2.41488	-1
-2.40712	-1
-0.875921	-1
-2.99278	-1
-2.51236	-1
-3.5678	-1
-1.6875	-1
-1.23608	-1
-1.53688	-1
-1.48433	-1
-1.82541	-1
-2.07789	-1
-1.73791	-1
-1.93426	-1
-2.42504	-1
-1.76131	-1
-2.93905	-1
-0.818954	-1
-0.354813	-1
-1.06697	-1
-2.23205	-1
-1.56263	-1
-1.18445	-1
-0.871337	-1
-1.55002	-1
0.0234745	-1
-1.44713	-1
0.0550259	-1
-1.01454	-1
-1.22892	-1
-0.297626	-1
-2.11522	-1
-1.85506	-1
-1.99116	-1
-1.51625	-1
-0.573224	-1
-1.29008	-1
-1.68066	-1
-2.18195	-1
-1.4069	-1
-1.4796	-1
-1.53399	-1
-3.18785	-1
-1.5965	-1
-1.55157	-1
-0.572849	-1
-0.988197	-1
-2.25099	-1
-1.26049	-1
-1.66385	-1
-0.769775	-1
-0.0595105	-1
-1.40676	-1
-2.13037	-1
-1.62979	-1
-0.505938	-1
-1.72631	-1
-1.75416	-1
-2.75073	-1
-1.65395	-1
-1.36365	-1
-1.80075	-1
-1.44681	-1
-1.10818	-1
-0.657582	-1
-1.85526	-1
-1.57004	-1
-2.1835	-1
-1.36062	-1
-0.980262	-1
-1.90335	-1
-1.572	-1
-2.55107	-1
-3.03998	-1
-2.74674	-1
-0.639949	-1
-0.29809	-1
-1.03442	-1
-0.670726	-1
-1.13452	-1
-1.67768	-1
-1.90341	-1
-1.4397	-1
0.175929	-1
-1.87735	-1
-1.9546	-1
-1.83107	-1
-1.65821	-1
-1.22944	-1
-1.06153	-1
-3.91653	-1
-3.0209	-1
-1.87893	-1
-2.72145	-1
-1.62924	-1
-2.32784	-1
-2.38566	-1
-0.821814	-1
-2.84026	-1
-0.220163	-1
-1.44534	-1
-0.55928	-1
-1.21838	-1
-1.30191	-1
-1.01786	-1
-1.29627	-1
-1.64247	-1
-1.36941	-1
-0.537243	-1
-2.39217	-1
0.0916219	-1
-2.13036	-1
-2.99056	-1
-1.1087	-1
-1.11611	-1
-2.49785	-1
-2.49862	-1
-1.25636	-1
-1.73505	-1
-2.00283	-1
